Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Cost,Profit Margin
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,58,87.0,40.0,Outlet,47.0,45.97701149425287
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,58,174.0,59.0,Outlet,115.0,33.90804597701149
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Apparel,41.0,58,238.0,86.0,Outlet,152.0,36.134453781512605
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,25.0,58,145.0,64.0,Outlet,81.0,44.13793103448276
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32.0,58,186.0,69.0,Outlet,117.0,37.096774193548384
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,31.0,58,180.0,50.0,Outlet,130.0,27.77777777777778
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Apparel,55.0,58,319.0,118.0,Outlet,201.0,36.990595611285265
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Apparel,50.0,58,290.0,93.0,Outlet,197.0,32.068965517241374
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Women's Street Footwear,41.0,57,234.0,119.0,Online,115.0,50.85470085470085
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,43.0,57,245.0,108.0,Online,137.0,44.08163265306123
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Street Footwear,32.0,57,182.0,80.0,Online,102.0,43.956043956043956
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,47.0,56,263.0,121.0,Online,142.0,46.00760456273764
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,33.0,56,185.0,94.0,Online,91.0,50.810810810810814
West Gear,1128299,2020-03-19,West,Colorado,Denver,Men's Apparel,41.0,56,230.0,147.0,Online,83.0,63.91304347826087
West Gear,1128299,2020-06-17,West,Washington,Seattle,Men's Apparel,59.0,56,330.0,132.0,Online,198.0,40.0
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,56,140.0,59.0,Online,81.0,42.142857142857146
Foot Locker,1185732,2020-12-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44.0,56,246.0,101.0,Online,145.0,41.05691056910569
Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44.0,56,246.0,182.0,Online,64.0,73.98373983739837
Foot Locker,1185732,2021-05-22,South,Tennessee,Knoxville,Men's Athletic Footwear,32.0,56,179.0,88.0,Online,91.0,49.162011173184354
Foot Locker,1185732,2021-07-09,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,56,185.0,85.0,Online,100.0,45.94594594594595
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Apparel,68.0,56,381.0,202.0,Online,179.0,53.018372703412076
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Athletic Footwear,50.0,56,280.0,109.0,Online,171.0,38.92857142857143
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Athletic Footwear,43.0,56,241.0,84.0,Online,157.0,34.85477178423236
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,41.0,56,230.0,90.0,Online,140.0,39.130434782608695
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,42.0,56,235.0,111.0,Online,124.0,47.23404255319149
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,58.0,56,325.0,162.0,Online,163.0,49.84615384615385
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,50.0,56,280.0,134.0,Online,146.0,47.85714285714286
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Street Footwear,28.0,56,157.0,86.0,Online,71.0,54.77707006369427
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,20.0,56,112.0,57.0,Online,55.0,50.89285714285714
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19.0,56,106.0,52.0,Online,54.0,49.056603773584904
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Apparel,43.0,56,241.0,120.0,Online,121.0,49.79253112033195
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Street Footwear,19.0,56,106.0,45.0,Online,61.0,42.45283018867924
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Women's Street Footwear,19.0,56,106.0,44.0,Online,62.0,41.509433962264154
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,39.0,56,218.0,87.0,Online,131.0,39.908256880733944
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,58.0,56,325.0,201.0,Online,124.0,61.846153846153854
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,34.0,56,190.0,89.0,Online,101.0,46.8421052631579
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,37.0,56,207.0,97.0,Online,110.0,46.85990338164252
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Apparel,60.0,56,336.0,185.0,Online,151.0,55.05952380952381
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,38.0,56,213.0,106.0,Online,107.0,49.76525821596244
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38.0,56,213.0,115.0,Online,98.0,53.990610328638496
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Street Footwear,29.0,56,162.0,70.0,Online,92.0,43.20987654320987
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43.0,56,241.0,116.0,Online,125.0,48.13278008298755
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46.0,56,258.0,126.0,Online,132.0,48.837209302325576
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,56,230.0,92.0,Online,138.0,40.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44.0,56,246.0,89.0,Online,157.0,36.17886178861789
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53.0,56,297.0,134.0,Online,163.0,45.11784511784512
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,43.0,56,241.0,140.0,Online,101.0,58.09128630705395
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,46.0,56,258.0,129.0,Online,129.0,50.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Apparel,59.0,56,330.0,145.0,Online,185.0,43.93939393939394
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,53.0,56,297.0,125.0,Online,172.0,42.08754208754209
Foot Locker,1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.0,56,218.0,103.0,Outlet,115.0,47.24770642201835
Foot Locker,1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46.0,56,258.0,100.0,Outlet,158.0,38.759689922480625
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,34.0,56,190.0,97.0,Outlet,93.0,51.05263157894737
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,38.0,56,213.0,89.0,Outlet,124.0,41.78403755868544
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,17.0,56,95.0,45.0,Outlet,50.0,47.368421052631575
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Apparel,36.0,56,202.0,79.0,Outlet,123.0,39.10891089108911
Foot Locker,1185732,2021-12-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,55,303.0,160.0,Online,143.0,52.8052805280528
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Street Footwear,52.0,55,286.0,149.0,Online,137.0,52.09790209790209
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Street Footwear,23.0,55,127.0,63.0,Online,64.0,49.60629921259843
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,53.0,54,286.0,129.0,Online,157.0,45.10489510489511
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,39.0,54,211.0,95.0,Online,116.0,45.023696682464454
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,49.0,54,265.0,140.0,Online,125.0,52.83018867924528
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48.0,54,259.0,93.0,Online,166.0,35.907335907335906
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Apparel,60.0,54,324.0,117.0,Online,207.0,36.11111111111111
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,54,205.0,96.0,Online,109.0,46.82926829268293
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,54,243.0,119.0,Online,124.0,48.971193415637856
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28.0,54,151.0,77.0,Online,74.0,50.993377483443716
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,45.0,54,243.0,107.0,Online,136.0,44.03292181069959
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Men's Apparel,48.0,54,259.0,122.0,Online,137.0,47.10424710424711
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Men's Apparel,49.0,54,265.0,130.0,Online,135.0,49.056603773584904
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,32.0,54,173.0,88.0,Online,85.0,50.86705202312138
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32.0,54,173.0,74.0,Online,99.0,42.77456647398844
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41.0,54,221.0,97.0,Online,124.0,43.89140271493213
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47.0,54,254.0,104.0,Online,150.0,40.94488188976378
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Apparel,58.0,54,313.0,141.0,Online,172.0,45.04792332268371
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Street Footwear,33.0,54,178.0,73.0,Online,105.0,41.01123595505618
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37.0,54,200.0,82.0,Online,118.0,41.0
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,54,124.0,65.0,Online,59.0,52.41935483870967
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,54,221.0,113.0,Online,108.0,51.13122171945701
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,54,200.0,100.0,Online,100.0,50.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,39.0,54,211.0,86.0,Online,125.0,40.758293838862556
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47.0,54,254.0,109.0,Online,145.0,42.91338582677165
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Apparel,50.0,54,270.0,103.0,Online,167.0,38.148148148148145
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,59.0,54,319.0,159.0,Online,160.0,49.843260188087775
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,59.0,54,319.0,140.0,Online,179.0,43.8871473354232
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,54,324.0,120.0,Online,204.0,37.03703703703704
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,25.0,54,135.0,61.0,Outlet,74.0,45.18518518518518
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40.0,54,216.0,71.0,Outlet,145.0,32.870370370370374
Foot Locker,1185732,2021-11-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,42.0,54,227.0,98.0,Outlet,129.0,43.17180616740088
Foot Locker,1185732,2021-12-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46.0,54,248.0,97.0,Outlet,151.0,39.11290322580645
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,34.0,54,184.0,79.0,Outlet,105.0,42.934782608695656
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,27.0,54,146.0,57.0,Outlet,89.0,39.04109589041096
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,40.0,54,216.0,80.0,Outlet,136.0,37.03703703703704
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,54,173.0,52.0,Outlet,121.0,30.057803468208093
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,46.0,53,244.0,129.0,Online,115.0,52.86885245901639
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,53,286.0,114.0,Online,172.0,39.86013986013986
Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41.0,53,217.0,102.0,Online,115.0,47.004608294930875
Foot Locker,1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57.0,53,302.0,160.0,Online,142.0,52.980132450331126
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,53,154.0,69.0,Online,85.0,44.8051948051948
Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,36.0,53,191.0,114.0,Online,77.0,59.68586387434554
Amazon,1185732,2021-11-15,Northeast,Maine,Portland,Men's Apparel,50.0,53,265.0,95.0,Online,170.0,35.84905660377358
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Apparel,64.0,53,339.0,132.0,Online,207.0,38.93805309734513
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,43.0,53,228.0,130.0,Online,98.0,57.01754385964912
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,55.0,53,292.0,125.0,Online,167.0,42.80821917808219
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,52.0,53,276.0,132.0,Online,144.0,47.82608695652174
Foot Locker,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Apparel,59.0,53,313.0,150.0,Online,163.0,47.92332268370607
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,38.0,53,201.0,101.0,Online,100.0,50.24875621890548
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32.0,53,170.0,68.0,Online,102.0,40.0
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38.0,53,201.0,87.0,Online,114.0,43.28358208955223
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Street Footwear,39.0,53,207.0,91.0,Online,116.0,43.96135265700483
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,10.0,53,53.0,23.0,Online,30.0,43.39622641509434
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.0,53,233.0,142.0,Online,91.0,60.94420600858369
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Apparel,36.0,53,191.0,86.0,Online,105.0,45.0261780104712
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Apparel,47.0,53,249.0,112.0,Online,137.0,44.97991967871486
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,53,217.0,120.0,Online,97.0,55.29953917050692
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Street Footwear,24.0,53,127.0,62.0,Online,65.0,48.818897637795274
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,32.0,53,170.0,85.0,Online,85.0,50.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Apparel,57.0,53,302.0,136.0,Online,166.0,45.033112582781456
Foot Locker,1185732,2021-11-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,33.0,53,175.0,65.0,Outlet,110.0,37.142857142857146
Foot Locker,1185732,2021-11-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.0,53,201.0,75.0,Outlet,126.0,37.3134328358209
Foot Locker,1185732,2021-11-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,53,228.0,107.0,Outlet,121.0,46.92982456140351
Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32.0,53,170.0,70.0,Outlet,100.0,41.17647058823529
Foot Locker,1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40.0,53,212.0,95.0,Outlet,117.0,44.81132075471698
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Apparel,35.0,53,186.0,85.0,Outlet,101.0,45.69892473118279
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,33.0,53,175.0,82.0,Outlet,93.0,46.85714285714286
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,41.0,53,217.0,70.0,Outlet,147.0,32.25806451612903
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Apparel,39.0,53,207.0,70.0,Outlet,137.0,33.81642512077295
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,18.0,53,95.0,41.0,Outlet,54.0,43.15789473684211
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31.0,53,164.0,58.0,Outlet,106.0,35.36585365853659
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Men's Apparel,36.0,53,191.0,52.0,Outlet,139.0,27.225130890052355
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,29.0,53,154.0,60.0,Outlet,94.0,38.961038961038966
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Apparel,41.0,53,217.0,91.0,Outlet,126.0,41.935483870967744
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,35.0,53,186.0,59.0,Outlet,127.0,31.72043010752688
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,46.0,52,239.0,167.0,Online,72.0,69.8744769874477
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Men's Apparel,63.0,52,328.0,216.0,Online,112.0,65.85365853658537
West Gear,1128299,2020-06-23,West,Washington,Seattle,Men's Apparel,60.0,52,312.0,119.0,Online,193.0,38.141025641025635
Foot Locker,1185732,2020-12-09,Midwest,Minnesota,Minneapolis,Women's Apparel,39.0,52,203.0,116.0,Online,87.0,57.14285714285714
Foot Locker,1185732,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,52,198.0,79.0,Online,119.0,39.8989898989899
Foot Locker,1185732,2021-07-04,Midwest,Nebraska,Omaha,Women's Street Footwear,36.0,52,187.0,90.0,Online,97.0,48.1283422459893
Amazon,1185732,2021-10-26,Northeast,Maine,Portland,Women's Street Footwear,27.0,52,140.0,77.0,Online,63.0,55.00000000000001
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Athletic Footwear,52.0,52,270.0,135.0,Online,135.0,50.0
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,52,120.0,62.0,Online,58.0,51.66666666666667
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,49.0,52,255.0,117.0,Online,138.0,45.88235294117647
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Men's Apparel,46.0,52,239.0,112.0,Online,127.0,46.86192468619247
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,29.0,52,151.0,83.0,Online,68.0,54.966887417218544
Foot Locker,1185732,2021-11-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,52.0,52,270.0,135.0,Online,135.0,50.0
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18.0,52,94.0,49.0,Online,45.0,52.12765957446809
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,49.0,52,255.0,117.0,Online,138.0,45.88235294117647
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38.0,52,198.0,81.0,Online,117.0,40.909090909090914
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34.0,52,177.0,72.0,Online,105.0,40.67796610169492
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,52,125.0,55.0,Online,70.0,44.0
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,38.0,52,198.0,99.0,Online,99.0,50.0
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34.0,52,177.0,90.0,Online,87.0,50.847457627118644
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,52,73.0,36.0,Online,37.0,49.31506849315068
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Apparel,32.0,52,166.0,73.0,Online,93.0,43.97590361445783
